iter	RMSE
193	0.4395616383
194	0.4385365424
195	0.4362937892
196	0.4354032317
197	0.4346773494
198	0.4341120459
199	0.4316151412
200	0.4310013755
201	0.4303991664
202	0.429545156
203	0.4286457119
204	0.4280392453
205	0.427546196
206	0.426666264
207	0.4252658312
208	0.4247239274
209	0.4224372286
210	0.4200395755
211	0.4194752561
212	0.417151661
213	0.4161631243
214	0.4156261329
215	0.4151477916
216	0.414605889
217	0.4138858179
218	0.4134318765
219	0.4128434166
220	0.4108455438
221	0.4104311798
222	0.407704767
223	0.4057780893
224	0.405402048
225	0.4050330867
226	0.4045804537
227	0.4020640398
228	0.4016861295
229	0.4010648204
230	0.4007234157
231	0.3988940339
232	0.3984546093
233	0.3980239826
234	0.3960308508
235	0.3943726649
236	0.3939721766
237	0.3936583635
238	0.3932750483
239	0.3928959528
240	0.3910913565
241	0.3890184321
242	0.3885692389
243	0.3864092411
244	0.3861312447
245	0.3840002149
246	0.3837119451
247	0.381716668
248	0.3813030421
249	0.3809803696
250	0.3796367973
251	0.3793269961
252	0.3776117524
253	0.3773100184
254	0.3770433015
255	0.3755446476
256	0.3752859754
257	0.3750326153
258	0.3735579214
259	0.3733074814
260	0.3718546595
261	0.3716176488
262	0.3713819014
263	0.3711541955
264	0.3709068772
265	0.3694293817
266	0.3676269718
267	0.3665202969
268	0.3663103134
269	0.3661023498
270	0.3650430517
271	0.3633655895
272	0.36316261
273	0.3629665546
274	0.362771379
275	0.3617635641
276	0.3602337707
277	0.3595940276
278	0.3594239721
279	0.3584234754
280	0.3576658223
281	0.3572177246
282	0.3563935001
283	0.3562133827
284	0.3548251598
285	0.3531462729
286	0.3522543448
287	0.3518063657
288	0.3510415004
289	0.3504649985
290	0.3487881082
291	0.3478647122
292	0.347713155
293	0.3475665784
294	0.3474160215
295	0.347274546
296	0.3459749558
297	0.3458468188
298	0.3450263296
299	0.344047721
300	0.3432159529
301	0.3425300829
302	0.3423686709
303	0.3415406133
304	0.3405637374
305	0.3404412855
306	0.3400987388
307	0.3384140004
308	0.3375177909
309	0.336866213
310	0.3366986203
311	0.336167656
312	0.3347683963
313	0.3332322615
314	0.3324416093
315	0.3323337054
316	0.3311478231
317	0.3308631156
318	0.3302606143
319	0.3299836282
320	0.3286365119
321	0.3284970586
322	0.3284048054
323	0.3281478434
324	0.3274688213
325	0.3262514582
326	0.3251017606
327	0.324742186
328	0.3246542754
329	0.3245707679
330	0.3239309075
331	0.3231975065
332	0.3231152645
333	0.3223055799
334	0.3217175647
335	0.3209650871
336	0.3197422553
337	0.3191024333
338	0.3183963308
339	0.3183213885
340	0.3177039989
341	0.3164908241
342	0.3153426678
343	0.3148292896
344	0.3137170335
345	0.3129951173
346	0.3120742795
347	0.3110471735
348	0.3102955262
349	0.3095204431
350	0.3089620878
351	0.3085191064
352	0.308049661
353	0.307012036
354	0.3059703327
355	0.3054042868
356	0.3045431625
357	0.3043810753
358	0.3038128012
359	0.3030927202
360	0.302183038
361	0.3020851858
362	0.3012051769
363	0.3002722707
364	0.2995197776
365	0.2988411652
366	0.2980861364
367	0.2969578553
368	0.2959463175
369	0.2952804796
370	0.2947002446
371	0.2937032474
372	0.2932282297
373	0.2924860991
374	0.2919272791
375	0.2910228063
376	0.290135383
377	0.2897076453
378	0.2891465449
379	0.2888289025
380	0.2882954799
381	0.2878051777
382	0.287163891
383	0.2867799514
384	0.2861485417
385	0.2857692653
386	0.2851256178
387	0.2847058073
388	0.2840543415
389	0.2836810748
390	0.2833488626
391	0.2828563247
392	0.2818559205
393	0.2807556929
394	0.2804233048
395	0.279441529
396	0.2782493436
397	0.2774086825
398	0.2770016868
399	0.2768478845
400	0.2765085993
401	0.2763724049
402	0.2758351363
403	0.2754339979
404	0.2748201512
405	0.274690141
406	0.2740850468
407	0.273112332
408	0.272669818
409	0.2716356676
410	0.2708427376
411	0.2702686829
412	0.2693691383
413	0.2689634913
414	0.2684746833
415	0.2676153183
416	0.2669715277
417	0.2664218776
418	0.2653857337
419	0.2649544409
420	0.2641709036
421	0.2640411917
422	0.2632284887
423	0.2631160192
424	0.2625757927
425	0.2620500745
426	0.2610083793
427	0.2605331329
428	0.2601603687
429	0.2596541903
430	0.2592739639
431	0.2586420644
432	0.258216221
433	0.2577718244
434	0.2572313817
435	0.2566084368
436	0.2564940781
437	0.255881886
438	0.2555767922
439	0.2546568983
440	0.2538872874
441	0.2535334361
442	0.2527552151
443	0.2517686812
444	0.2509275543
445	0.2505921817
446	0.250136373
447	0.2494873897
448	0.2491525411
449	0.2487679035
450	0.2481680464
451	0.2472825722
452	0.2469502693
453	0.2461817502
454	0.2453336121
455	0.2446128668
456	0.2442842408
457	0.2438246139
458	0.2431608812
459	0.2428891977
460	0.2425328404
461	0.2422042041
462	0.2418665393
463	0.241715808
464	0.2410256542
465	0.2407439798
466	0.240245677
467	0.2399072314
468	0.2393015722
469	0.2386536129
470	0.2379770708
471	0.2377096333
472	0.2374192939
473	0.2369301467
474	0.2366314089
475	0.2362292235
476	0.2354855726
477	0.234804628
478	0.2341782397
479	0.2334484074
480	0.2327948655
481	0.232222025
482	0.2315992821
483	0.2311731146
484	0.2308837841
485	0.2306153276
486	0.2301440157
487	0.2297075573
488	0.2294283547
489	0.2288515656
490	0.228652909
491	0.2284072017
492	0.2280028776
493	0.2275835978
494	0.2272940924
495	0.2265668059
496	0.2263397214
497	0.2258082956
498	0.2253525529
499	0.2249828834
500	0.2244033356
501	0.2241459437
502	0.2234587572
503	0.223380564
504	0.2231360977
505	0.2229285256
506	0.2226876852
507	0.221956938
508	0.221329343
509	0.2208160811
510	0.220163002
511	0.219894694
512	0.2194934297
513	0.2188484877
514	0.218483716
515	0.2182441384
516	0.2178617056
517	0.2176340977
518	0.217318305
519	0.2171874145
520	0.2166223559
521	0.2164736183
522	0.216053117
523	0.215533179
524	0.2152868693
525	0.2145965418
526	0.2140777219
527	0.2134724581
528	0.2132272726
529	0.2127405572
530	0.2123936597
531	0.2123060979
532	0.2119755179
533	0.2114937476
534	0.2112121194
535	0.2105685559
536	0.209979354
537	0.2096061135
538	0.2089724208
539	0.2086568501
540	0.2083325585
541	0.2079211463
542	0.2073093374
543	0.2070692808
544	0.2067454852
545	0.2063457339
546	0.2060136993
547	0.2059026001
548	0.2057895298
549	0.2051685109
550	0.2048450028
551	0.2043136182
552	0.2041979178
553	0.2037706648
554	0.2032459945
555	0.2027008425
556	0.2022398023
557	0.201995355
558	0.2015232782
559	0.2010202438
560	0.2007218084
561	0.2004252182
562	0.1999355048
563	0.199511758
564	0.1993201863
565	0.1990595769
566	0.1988646761
567	0.1986066305
568	0.1981741846
569	0.1979464172
570	0.1973078005
571	0.1972550325
572	0.1969257755
573	0.1963977477
574	0.195798295
575	0.195575547
576	0.1952833574
577	0.1950735419
578	0.194734624
579	0.1946690721
580	0.1943853737
581	0.194308534
582	0.1940146035
583	0.1936238281
584	0.1932238431
585	0.1928374504
586	0.1926082059
587	0.1921001861
588	0.1920020427
589	0.1915529696
590	0.1913785238
591	0.1909135985
592	0.1906180367
593	0.1900864166
594	0.1897489062
595	0.189299868
596	0.1887885082
597	0.18853522
598	0.1882374896
599	0.1880040308
600	0.1877052061
601	0.1873035281
602	0.1869893219
603	0.1868746295
604	0.1864581071
605	0.1861894573
606	0.1858705205
607	0.185414595
608	0.185100104
609	0.1848376851
610	0.1846227636
611	0.1843128425
612	0.1840436231
613	0.1836590515
614	0.1832287997
615	0.1828597781
616	0.1823616469
617	0.1821677636
618	0.1819271348
619	0.1817326344
620	0.1814849852
621	0.1810922899
622	0.1807353487
623	0.1804561698
624	0.1804165842
625	0.1803294097
626	0.1801042863
627	0.1796838051
628	0.1793092166
629	0.1790917005
630	0.1789096105
631	0.1785121673
632	0.1781521881
633	0.1779551087
634	0.1778067646
635	0.1776633499
636	0.1772985314
637	0.1772111055
638	0.1768741854
639	0.1766986281
640	0.1766168975
641	0.17629852
642	0.175991931
643	0.175653336
644	0.1751855278
645	0.1751430139
646	0.1745842522
647	0.1740387281
648	0.1738296216
649	0.1734032289
650	0.173051969
651	0.1726794864
652	0.1725002142
653	0.1722846588
654	0.172083119
655	0.1717780374
656	0.1716413178
657	0.1713895351
658	0.1713347766
659	0.1711243565
660	0.1708713919
661	0.1706217359
662	0.1702450309
663	0.1700525725
664	0.1698276823
665	0.1696317856
666	0.1691695315
667	0.1688172639
668	0.1685124814
669	0.1682004462
670	0.1678660941
671	0.1676057204
672	0.1672902145
673	0.1671246827
674	0.1667686301
675	0.1664275929
676	0.1661940041
677	0.1660064691
678	0.1655831553
679	0.165288407
680	0.1649885878
681	0.1649571348
682	0.1647156382
683	0.1645071791
684	0.1641681452
685	0.1640701932
686	0.1637477712
687	0.1636861814
688	0.1635485939
689	0.1631979554
690	0.1629885375
691	0.1627372298
692	0.1624812674
693	0.1622582576
694	0.1621647878
695	0.1619130393
696	0.1616630616
697	0.1615955112
698	0.1612855419
699	0.1610908065
700	0.1607715975
701	0.1607442972
702	0.1603911259
703	0.1600683504
704	0.1599130165
705	0.1597886955
706	0.1594046209
707	0.159313784
708	0.1590607661
709	0.1588546756
710	0.1587556385
711	0.1584214019
712	0.1580887183
713	0.1580602672
714	0.1576981398
715	0.1574221172
716	0.1572803605
717	0.1571065396
718	0.1570372906
719	0.1569867894
720	0.1568575549
721	0.1567370477
722	0.1565279984
723	0.1562386435
724	0.1560112452
725	0.1557339589
726	0.1555198146
727	0.1553032278
728	0.1550393354
729	0.1546904697
730	0.1544461323
731	0.1541816153
732	0.1540016707
733	0.1536720421
734	0.1533249558
735	0.1529416733
736	0.1526449505
737	0.1525080159
738	0.1522847575
739	0.1520908729
740	0.1517403486
741	0.1514470107
742	0.1512812441
743	0.1509483964
744	0.1508595126
745	0.1506855896
746	0.150452642
747	0.1501843682
748	0.1500756708
749	0.1498103995
750	0.149545546
751	0.1493277137
752	0.149049754
753	0.1488517068
754	0.1486646106
755	0.1484379107
756	0.1481122386
757	0.1477449669
758	0.1476183102
759	0.1475768897
760	0.1475315386
761	0.1472070792
762	0.1469892845
763	0.1469456706
764	0.1468552857
765	0.1466815009
766	0.1463764981
767	0.146347287
768	0.1462143242
769	0.1460023028
770	0.145830623
771	0.1456562228
772	0.1454149321
773	0.1452422602
774	0.1450837227
775	0.1448079961
776	0.1446535365
777	0.1446298959
778	0.1443673096
779	0.1441976609
780	0.1441049286
781	0.1439259583
782	0.1438151515
783	0.1436157856
784	0.1434400897
785	0.1431867882
786	0.1430180028
787	0.1427334794
788	0.1425806794
789	0.1424278101
790	0.1421686852
791	0.141846977
792	0.141583988
793	0.14131494
794	0.1412074296
795	0.1410122883
796	0.1407459297
797	0.1405798729
798	0.1403656415
799	0.1401880239
800	0.1399337241
801	0.1398123559
802	0.1395479532
803	0.1394789718
804	0.1393499101
805	0.1391302044
806	0.1390510425
807	0.1387760091
808	0.1385378356
809	0.1384993699
810	0.1383502606
811	0.1381744307
812	0.138014988
813	0.1378550478
814	0.1377047476
815	0.1375316176
816	0.1371983501
817	0.136956945
818	0.1367633
819	0.1364549776
820	0.1362063693
821	0.1360589377
822	0.1358713884
823	0.1357961473
824	0.1356880898
825	0.1354312945
826	0.1351746236
827	0.1350844985
828	0.1348816635
829	0.1346032419
830	0.1343566304
831	0.1341864896
832	0.1339314671
833	0.1337353537
834	0.1335435822
835	0.1335222149
836	0.133431016
837	0.1332805289
838	0.1330662885
839	0.1328477268
840	0.1326354038
841	0.132413828
842	0.1322657486
843	0.1321664931
844	0.1319864038
845	0.1317954285
846	0.1316150449
847	0.1313558166
848	0.1311741715
849	0.1309175411
850	0.1307078909
851	0.1306127701
852	0.1304053441
853	0.1302003432
854	0.1300099363
855	0.1298849041
856	0.1296549299
857	0.1295533961
858	0.1293531242
859	0.1292475836
860	0.1290200052
861	0.1288305338
862	0.1287585651
863	0.1287323276
864	0.1286437859
865	0.1284521813
866	0.1283111881
867	0.1282240915
868	0.1280990122
869	0.1279206275
870	0.1277143175
871	0.127532176
872	0.1275057839
873	0.1273592787
874	0.1272896124
875	0.1271600534
876	0.1270204393
877	0.1267634858
878	0.1266437586
879	0.1264763803
880	0.1262591762
881	0.1259902524
882	0.1258123912
883	0.1257226732
884	0.1255616322
885	0.1254037016
886	0.1252308476
887	0.1249954891
888	0.1248096125
889	0.1247162244
890	0.124576708
891	0.1244309315
892	0.124256883
893	0.1241394036
894	0.1240020997
895	0.1238328606
896	0.1236911477
897	0.1235078723
898	0.1232811516
899	0.1232182743
900	0.123041287
901	0.1230150923
902	0.1228539408
903	0.1226811947
904	0.1225980374
905	0.1224812339
906	0.1223857207
907	0.1221874026
908	0.1220960896
909	0.1218766724
910	0.1216889193
911	0.1215116225
912	0.1213184051
913	0.1211621377
914	0.1211400771
915	0.1210616374
916	0.1208419237
917	0.1206280025
918	0.1204745565
919	0.1203112681
920	0.1201641258
921	0.1199924421
922	0.1197237766
923	0.1194910142
924	0.1193456099
925	0.119192491
926	0.1190503394
927	0.1188982973
928	0.1186797641
929	0.1185890683
930	0.1184588956
931	0.1182486639
932	0.1180854537
933	0.1179349129
934	0.1178409638
935	0.1176719898
936	0.1175132834
937	0.1173528743
938	0.1172030799
939	0.1170402587
940	0.1168704017
941	0.1167173664
942	0.1166716876
943	0.1165899621
944	0.1164049602
945	0.1163292714
946	0.1162763642
947	0.1161893004
948	0.1160154997
949	0.1157619738
950	0.1155350027
951	0.1153510563
952	0.1152326657
953	0.1151176953
954	0.1150110143
955	0.1148068702
956	0.1147152384
957	0.1146424742
958	0.114584336
959	0.1144072972
960	0.1142969196
961	0.1142002141
962	0.1140610479
963	0.113948615
964	0.1137882831
965	0.1136446141
966	0.1134846982
967	0.1133477087
968	0.1131401028
969	0.1130420146
970	0.1128536327
971	0.1127360491
972	0.1125740929
973	0.1123868307
974	0.1122798288
975	0.1121420423
976	0.1119811243
977	0.1118780487
978	0.111815595
979	0.1116152297
980	0.1115135871
981	0.1113276557
982	0.1111660391
983	0.1110124099
984	0.1109559118
985	0.1107829176
986	0.1106725108
987	0.1105908345
988	0.1104565699
989	0.1102869301
990	0.1100815632
991	0.1099090976
992	0.1098156722
993	0.1096210535
994	0.109456399
995	0.1093438823
996	0.1092062302
997	0.1090563996
998	0.1089598274
999	0.1088192962
